duration,protocol,src_port,dst_port,src_bytes,dst_bytes,src_pkts,dst_pkts,syn_rate,ack_rate,psh_rate,avg_pkt_size,byte_std,flow_iat_mean,active_duration,is_land,label
1.285606,TCP,43632.0,443.0,703.0,3950.0,9.0,11.0,0.0,0.0,0.05,232.65,434.49908,0.067663476,0.0,0,Benign
5.3e-05,TCP,37312.0,3871.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,5.3e-05,0.0,0,PortScan
7.5e-05,TCP,55826.0,1094.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,7.5e-05,0.0,0,PortScan
5.4e-05,TCP,42668.0,5120.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,5.4e-05,0.0,0,PortScan
3e-06,TCP,54990.0,21.0,14.0,0.0,2.0,0.0,0.5,0.5,0.0,14.0,8.082904,3e-06,0.0,0,BruteForce
0.050768,UDP,61837.0,53.0,57.0,96.0,1.0,1.0,0.0,0.0,0.0,105.0,22.51666,0.050768,0.0,0,Benign
2.816303,TCP,33144.0,80.0,2935.0,326.0,8.0,5.0,0.0,0.0,0.07692308,250.84616,286.83163,0.23469192,0.0,0,Benign
0.000142,UDP,60692.0,53.0,112.0,276.0,2.0,2.0,0.0,0.0,0.0,111.0,44.91325,4.733333e-05,0.0,0,Benign
99.33274,TCP,36662.0,80.0,393.0,11595.0,6.0,6.0,0.0,0.083333336,0.0,999.0,1608.978,9.03025,0.000999,0,DDoS
0.048084,UDP,123.0,123.0,48.0,48.0,1.0,1.0,0.0,0.0,0.0,72.0,0.0,0.048084,0.0,0,Benign
3e-06,TCP,48722.0,80.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,3e-06,0.0,0,DDoS
5.490199,TCP,9221.0,443.0,599.0,137.0,6.0,4.0,0.0,0.0,0.1,73.6,155.04028,0.6100221,0.0,0,Benign
3e-06,TCP,59150.0,21.0,14.0,0.0,2.0,0.0,0.5,0.5,0.0,14.0,8.082904,3e-06,0.0,0,BruteForce
115.85064,TCP,54661.0,80.0,300.0,18421.0,20.0,23.0,0.0,0.0,0.023255814,435.3721,909.40784,2.7583485,0.042966273,0,Benign
8.899048,TCP,52266.0,21.0,113.0,188.0,9.0,15.0,0.0,0.0,0.041666668,12.541667,12.898579,0.38691512,0.0,0,BruteForce
0.000266,TCP,53920.0,80.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.000266,0.0,0,DDoS
0.00087,UDP,62801.0,53.0,76.0,202.0,2.0,2.0,0.0,0.0,0.0,79.0,34.50652,0.00029,0.0,0,Benign
0.000243,TCP,55052.0,21.0,14.0,0.0,2.0,1.0,0.33333334,0.33333334,0.0,9.333333,8.082904,0.0001215,0.0,0,BruteForce
0.024322,UDP,60788.0,53.0,52.0,191.0,1.0,1.0,0.0,0.0,0.0,147.5,80.251686,0.024322,0.0,0,Benign
0.000173,UDP,60000.0,53.0,96.0,128.0,2.0,2.0,0.0,0.0,0.0,68.0,8.763561,5.7666668e-05,0.0,0,Benign
0.077717,TCP,2968.0,8080.0,210.0,134.0,4.0,3.0,0.0,0.0,0.14285715,49.142857,76.44232,0.012952833,0.0,0,Botnet
68.95257,TCP,60492.0,80.0,652.0,11595.0,9.0,6.0,0.0,0.06666667,0.0,816.4667,1381.8524,4.9251833,0.000995,0,DDoS
0.031925,UDP,62450.0,53.0,48.0,134.0,1.0,1.0,0.0,0.0,0.0,115.0,49.652122,0.031925,0.0,0,Benign
4.2e-05,TCP,49378.0,9500.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,4.2e-05,0.0,0,PortScan
0.000281,UDP,57158.0,53.0,90.0,222.0,2.0,2.0,0.0,0.0,0.0,89.25,36.14969,9.366666e-05,0.0,0,Benign
8.373067,TCP,57208.0,21.0,103.0,188.0,9.0,15.0,0.0,0.0,0.041666668,12.125,12.566092,0.3640464,0.0,0,BruteForce
8.967592,TCP,57264.0,21.0,115.0,188.0,9.0,15.0,0.0,0.0,0.041666668,12.625,13.160294,0.38989532,0.0,0,BruteForce
0.997171,TCP,4637.0,8080.0,0.0,18.0,3.0,3.0,0.0,0.0,0.16666667,3.0,3.207135,0.1994342,0.0,0,Botnet
11.733525,TCP,50660.0,22.0,2008.0,2745.0,21.0,32.0,0.0,0.0,0.018867925,89.679245,189.59027,0.22564472,0.0,0,BruteForce
4.6e-05,TCP,37734.0,512.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,4.6e-05,0.0,0,PortScan
97.37872,TCP,42606.0,80.0,356.0,11595.0,9.0,4.0,0.0,0.07692308,0.0,919.3077,3092.978,8.114893,0.002779,0,DDoS
0.00022,TCP,59866.0,21.0,14.0,0.0,2.0,1.0,0.33333334,0.33333334,0.0,9.333333,8.082904,0.00011,0.0,0,BruteForce
3.4e-05,TCP,8080.0,52873.0,6.0,6.0,1.0,1.0,0.0,0.5,0.0,9.0,0.0,3.4e-05,0.0,0,Botnet
68.2636,TCP,54318.0,80.0,366.0,11595.0,7.0,6.0,0.0,0.07692308,0.0,920.0769,1460.1152,5.6886334,0.007994,0,DDoS
4.9e-05,TCP,48416.0,5100.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,4.9e-05,0.0,0,PortScan
2.004817,TCP,53215.0,443.0,0.0,37.0,1.0,1.0,0.0,0.0,0.0,18.5,21.36196,2.004817,0.0,0,Benign
0.098734,UDP,60247.0,53.0,59.0,75.0,1.0,1.0,0.0,0.0,0.0,96.5,9.237604,0.098734,0.0,0,Benign
4e-06,TCP,58790.0,21.0,14.0,0.0,2.0,0.0,0.5,0.5,0.0,14.0,8.082904,4e-06,0.0,0,BruteForce
0.06419,TCP,53726.0,8080.0,208.0,134.0,4.0,3.0,0.0,0.0,0.14285715,48.857143,75.86407,0.010698333,0.0,0,Botnet
5.006059,TCP,44982.0,80.0,508.0,3525.0,5.0,4.0,0.0,0.0,0.11111111,448.1111,1108.4113,0.6257574,0.0,0,DDoS
5.8e-05,TCP,40342.0,2043.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,5.8e-05,0.0,0,PortScan
50.09786,TCP,35996.0,80.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,50.1,0.0,0,DDoS
98.55132,TCP,47224.0,80.0,375.0,11595.0,5.0,5.0,0.0,0.0,0.0,1197.6,3486.22,11.0,0.013984,0,DDoS
84.59834,TCP,49262.0,80.0,346.0,11595.0,6.0,7.0,0.0,0.0,0.0,919.0,1665.767,7.049862,0.008998,0,DDoS
4e-05,TCP,64231.0,110.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,4e-05,0.0,0,PortScan
0.385747,TCP,63717.0,443.0,1569.0,5710.0,13.0,9.0,0.0,0.0,0.045454547,330.86365,573.86383,0.018368904,0.0,0,Benign
2e-06,TCP,53368.0,80.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,2e-06,0.0,0,DDoS
1.01455,TCP,50620.0,8080.0,0.0,18.0,3.0,3.0,0.0,0.0,0.16666667,3.0,3.207135,0.20291,0.0,0,Botnet
0.025287,UDP,63522.0,53.0,92.0,220.0,2.0,2.0,0.0,0.0,0.0,89.5,35.054245,0.008429,0.0,0,Benign
84.76113,TCP,51096.0,80.0,374.0,11595.0,8.0,5.0,0.0,0.07692308,0.0,920.6923,2093.982,7.063427,0.001017,0,DDoS
0.121568,TCP,62986.0,443.0,608.0,4772.0,12.0,7.0,0.0,0.0,0.05263158,283.1579,634.2728,0.0067537776,0.0,0,Benign
4e-06,TCP,443.0,45990.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,4e-06,0.0,0,Benign
85.73734,TCP,52054.0,80.0,343.0,11595.0,7.0,6.0,0.0,0.07692308,0.0,918.3077,1851.814,7.1447787,6e-06,0,DDoS
5.6e-05,TCP,45868.0,51493.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,5.6e-05,0.0,0,PortScan
0.000254,UDP,64771.0,53.0,70.0,538.0,2.0,2.0,0.0,0.0,0.0,160.75,128.16708,8.4666666e-05,0.0,0,Benign
9.19957,TCP,52766.0,21.0,107.0,188.0,9.0,15.0,0.0,0.0,0.041666668,12.291667,12.649111,0.39998132,0.0,0,BruteForce
12.026039,TCP,47354.0,22.0,1992.0,2745.0,20.0,33.0,0.0,0.0,0.018867925,89.37736,189.56459,0.23126999,0.0,0,BruteForce
0.023858,UDP,55201.0,53.0,74.0,230.0,2.0,2.0,0.0,0.0,0.0,85.25,42.72236,0.007952667,0.0,0,Benign
3.388559,TCP,33292.0,443.0,867.0,3086.0,7.0,7.0,0.0,0.0,0.071428575,282.35715,451.09262,0.26065838,0.0,0,Benign
2.2e-05,TCP,54812.0,5051.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,2.2e-05,0.0,0,PortScan
8.860412,TCP,54880.0,21.0,102.0,188.0,9.0,15.0,0.0,0.0,0.041666668,12.083333,12.503333,0.3852353,0.0,0,BruteForce
0.000184,UDP,52854.0,53.0,64.0,180.0,2.0,2.0,0.0,0.0,0.0,69.0,31.767908,6.133333e-05,0.0,0,Benign
3e-06,TCP,53680.0,443.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,0.0,0,Benign
6.7e-05,TCP,60768.0,981.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,6.7e-05,0.0,0,PortScan
115.40215,TCP,54503.0,80.0,1664.0,639.0,17.0,17.0,0.0,0.029411765,0.0,67.76471,163.8754,3.497035,0.50277,0,Benign
4.9e-05,TCP,56464.0,80.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,4.9e-05,0.0,0,DDoS
0.000211,TCP,443.0,56912.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.000211,0.0,0,Benign
0.00022,UDP,54803.0,53.0,76.0,238.0,2.0,2.0,0.0,0.0,0.0,88.0,44.36553,7.3333336e-05,0.0,0,Benign
0.000447,TCP,62636.0,443.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.000447,0.0,0,Benign
85.74814,TCP,47128.0,80.0,371.0,11595.0,9.0,7.0,0.0,0.0625,0.0,747.875,1450.198,5.7165427,0.001758,0,DDoS
0.023573,UDP,61512.0,53.0,52.0,68.0,1.0,1.0,0.0,0.0,0.0,86.0,9.237604,0.023573,0.0,0,Benign
5.5e-05,TCP,59529.0,14441.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,5.5e-05,0.0,0,PortScan
0.000168,UDP,58538.0,53.0,66.0,98.0,2.0,2.0,0.0,0.0,0.0,49.25,8.763561,5.6e-05,0.0,0,Benign
0.0234,UDP,61143.0,53.0,52.0,68.0,1.0,1.0,0.0,0.0,0.0,86.0,9.237604,0.0234,0.0,0,Benign
5e-05,TCP,8080.0,51718.0,6.0,6.0,1.0,1.0,0.0,0.5,0.0,9.0,0.0,5e-05,0.0,0,Botnet
7.3e-05,TCP,50914.0,2103.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,7.3e-05,0.0,0,PortScan
0.000272,UDP,55699.0,53.0,88.0,186.0,2.0,2.0,0.0,0.0,0.0,79.5,26.838406,9.066666e-05,0.0,0,Benign
7e-05,TCP,57542.0,6839.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,7e-05,0.0,0,PortScan
85.47718,TCP,45926.0,80.0,844.0,11595.0,6.0,8.0,0.0,0.0,0.0,888.9286,1408.1855,6.575168,0.00202,0,DDoS
33.854153,TCP,43618.0,80.0,347.0,11595.0,7.0,4.0,0.0,0.09090909,0.0,1085.6364,2561.3213,3.3854153,3e-06,0,DDoS
0.000307,UDP,52029.0,53.0,88.0,664.0,2.0,2.0,0.0,0.0,0.0,199.0,157.7441,0.00010233334,0.0,0,Benign
9.755042,TCP,53866.0,21.0,111.0,188.0,9.0,15.0,0.0,0.0,0.041666668,12.458333,12.801302,0.42413226,0.0,0,BruteForce
85.61713,TCP,59562.0,80.0,351.0,11595.0,7.0,7.0,0.0,0.071428575,0.0,853.2857,1422.926,6.585933,0.003996,0,DDoS
0.235741,UDP,49952.0,53.0,70.0,146.0,2.0,2.0,0.0,0.0,0.0,62.75,20.813457,0.078580335,0.0,0,Benign
4.4e-05,TCP,58312.0,9040.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,4.4e-05,0.0,0,PortScan
6.3e-05,TCP,47340.0,22.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,6.3e-05,0.0,0,BruteForce
0.02396,UDP,41479.0,53.0,72.0,128.0,2.0,2.0,0.0,0.0,0.0,59.0,15.336231,0.007986667,0.0,0,Benign
118.03278,TCP,50202.0,443.0,16249.0,27285.0,45.0,37.0,0.0,0.0,0.0121951215,530.90247,618.65906,1.4571949,0.26129726,0,Benign
0.000161,UDP,50893.0,53.0,90.0,122.0,2.0,2.0,0.0,0.0,0.0,64.25,8.763561,5.3666667e-05,0.0,0,Benign
2.6e-05,TCP,38152.0,1433.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,2.6e-05,0.0,0,PortScan
7.8e-05,TCP,50590.0,22.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,7.8e-05,0.0,0,BruteForce
98.46901,TCP,32834.0,80.0,339.0,11595.0,8.0,4.0,0.0,0.083333336,0.0,994.5,2467.9868,8.951728,0.000994,0,DDoS
3e-06,TCP,443.0,58059.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,3e-06,0.0,0,Benign
10.570183,TCP,46738.0,22.0,2008.0,2745.0,22.0,32.0,0.0,0.0,0.018518519,88.01852,188.2012,0.19943742,0.0,0,BruteForce
1.6e-05,TCP,8080.0,52325.0,6.0,6.0,1.0,1.0,0.0,0.5,0.0,9.0,0.0,1.6e-05,0.0,0,Botnet
9.164167,TCP,57714.0,21.0,109.0,188.0,9.0,15.0,0.0,0.0,0.041666668,12.375,12.712592,0.39844203,0.0,0,BruteForce
4.1e-05,TCP,47616.0,22.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,4.1e-05,0.0,0,BruteForce
1.029497,TCP,53648.0,8080.0,0.0,18.0,3.0,3.0,0.0,0.0,0.16666667,3.0,3.207135,0.2058994,0.0,0,Botnet
5.2e-05,TCP,443.0,51921.0,0.0,0.0,1.0,3.0,0.0,0.25,0.0,0.0,0.0,1.7333334e-05,0.0,0,Benign
2.8e-05,TCP,8080.0,52925.0,6.0,6.0,1.0,1.0,0.0,0.5,0.0,9.0,0.0,2.8e-05,0.0,0,Botnet
5.7e-05,TCP,54114.0,80.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,5.7e-05,0.0,0,DDoS
5.4e-05,TCP,56383.0,1556.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,5.4e-05,0.0,0,PortScan
3.003703,TCP,55380.0,80.0,0.0,0.0,3.0,0.0,0.0,0.0,0.33333334,0.0,0.0,1.5018516,0.0,0,DDoS
0.000258,TCP,58630.0,21.0,14.0,0.0,2.0,1.0,0.33333334,0.33333334,0.0,9.333333,8.082904,0.000129,0.0,0,BruteForce
100.79378,TCP,42928.0,80.0,327.0,11595.0,8.0,6.0,0.0,0.071428575,0.0,851.5714,1425.0808,7.7533674,0.001007,0,DDoS
0.000225,TCP,57034.0,21.0,14.0,0.0,2.0,1.0,0.33333334,0.33333334,0.0,9.333333,8.082904,0.0001125,0.0,0,BruteForce
0.000184,UDP,65505.0,53.0,62.0,246.0,2.0,2.0,0.0,0.0,0.0,84.75,50.390476,6.133333e-05,0.0,0,Benign
0.000792,UDP,49715.0,53.0,62.0,186.0,2.0,2.0,0.0,0.0,0.0,69.75,33.958797,0.000264,0.0,0,Benign
2.7e-05,TCP,60128.0,50389.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,2.7e-05,0.0,0,PortScan
0.061237,UDP,57147.0,53.0,84.0,184.0,2.0,2.0,0.0,0.0,0.0,77.5,27.386127,0.020412333,0.0,0,Benign
1.022331,TCP,51855.0,8080.0,0.0,18.0,3.0,3.0,0.0,0.0,0.16666667,3.0,3.207135,0.20446621,0.0,0,Botnet
98.70178,TCP,41606.0,80.0,312.0,11595.0,9.0,6.0,0.0,0.06666667,0.0,793.8,1487.6982,7.0501275,0.005017,0,DDoS
14.670828,TCP,46812.0,22.0,2136.0,3065.0,29.0,38.0,0.0,0.0,0.014925373,77.62687,171.01108,0.22228527,0.0,0,BruteForce
0.033186,UDP,60780.0,53.0,38.0,54.0,1.0,1.0,0.0,0.0,0.0,65.0,9.237604,0.033186,0.0,0,Benign
1.5e-05,TCP,59308.0,2043.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,1.5e-05,0.0,0,PortScan
84.66365,TCP,50166.0,80.0,367.0,11595.0,5.0,7.0,0.0,0.0,0.0,997.3333,1497.5734,7.696695,0.00998,0,DDoS
3e-06,TCP,53352.0,80.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,3e-06,0.0,0,DDoS
68.94261,TCP,38082.0,80.0,409.0,11595.0,5.0,7.0,0.0,0.0,0.0,1000.8333,1496.2963,6.2675095,0.008976,0,DDoS
82.26432,TCP,39302.0,80.0,362.0,11595.0,7.0,7.0,0.0,0.071428575,0.0,854.0714,1525.0646,6.3280244,0.00825,0,DDoS
0.063091,TCP,52313.0,8080.0,207.0,134.0,4.0,3.0,0.0,0.0,0.14285715,48.714287,75.57577,0.010515167,0.0,0,Botnet
0.000178,UDP,62641.0,53.0,80.0,202.0,2.0,2.0,0.0,0.0,0.0,80.5,33.411076,5.933333e-05,0.0,0,Benign
4.2e-05,TCP,47554.0,5280.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,4.2e-05,0.0,0,PortScan
9.8e-05,TCP,50140.0,22.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,9.8e-05,0.0,0,BruteForce
4.6e-05,TCP,53188.0,34572.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,4.6e-05,0.0,0,PortScan
3.3e-05,TCP,56156.0,53.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,3.3e-05,0.0,0,PortScan
0.000105,TCP,48164.0,22.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.000105,0.0,0,BruteForce
100.08063,TCP,60222.0,80.0,338.0,11595.0,8.0,6.0,0.0,0.071428575,0.0,852.3571,1621.4738,7.69851,0.001999,0,DDoS
0.030927,UDP,64930.0,53.0,80.0,210.0,2.0,2.0,0.0,0.0,0.0,82.5,35.601967,0.010309,0.0,0,Benign
63.424133,TCP,52658.0,443.0,169.0,92.0,7.0,2.0,0.11111111,0.11111111,0.0,34.11111,21.684864,7.9280167,0.080076,0,Benign
1e-06,TCP,58134.0,80.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,1e-06,0.0,0,DDoS
3.8e-05,TCP,46314.0,15000.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,3.8e-05,0.0,0,PortScan
8.712787,TCP,53780.0,21.0,114.0,188.0,9.0,15.0,0.0,0.0,0.041666668,12.583333,12.9,0.3788168,0.0,0,BruteForce
0.000521,UDP,62111.0,53.0,51.0,136.0,1.0,1.0,0.0,0.0,0.0,119.0,49.07477,0.000521,0.0,0,Benign
1.4e-05,TCP,33418.0,2910.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,1.4e-05,0.0,0,PortScan
0.000189,UDP,60799.0,53.0,72.0,136.0,2.0,2.0,0.0,0.0,0.0,61.0,17.527122,6.3e-05,0.0,0,Benign
85.36677,TCP,45574.0,80.0,748.0,11595.0,7.0,6.0,0.0,0.0,0.0,949.9231,2006.5057,7.1138973,0.011999,0,DDoS
29.984156,TCP,58831.0,80.0,787.0,692.0,5.0,3.0,0.0,0.0,0.125,184.875,326.9526,4.283451,0.0,0,Benign
